max_depth,Mean F1,Std F1,Time
3,0.2862607991607862,0.01284291663154675,2.346050500869751
5,0.30505537886298806,0.013389204901650754,2.7000696659088135
8,0.31999587652099776,0.025723539841281316,3.6334710121154785
10,0.33876710126241705,0.020916581141288044,5.776999235153198
12,0.3500073570111544,0.022161016333171156,4.456728458404541
15,0.3593021996092264,0.019255083326708444,4.762909412384033
20,0.3593910120674505,0.021700188426975135,6.635347127914429
25,0.36156159597346144,0.022294973916322527,4.9701104164123535
∞,0.35894487554198007,0.021710842259350528,6.766223192214966
