learning_rate,Mean F1,Std F1,Time
0.01,0.3162481217758117,0.01599211303342691,12.4236581325531
0.03,0.3493053810001348,0.021129671219905895,10.73023247718811
0.05,0.3564074075760949,0.01584447113674817,10.514585494995117
0.1,0.366286444511637,0.015757406709570983,11.136131048202515
0.2,0.3633580757151915,0.012322475668211399,9.122317552566528
0.3,0.35893726195099596,0.01910676035878282,11.888368606567383
