n_estimators,Mean F1,Std F1,Time
10,0.31401121919845865,0.02397942896919245,5.681983947753906
25,0.32974412536295683,0.02128299888601422,1.084010362625122
50,0.3344889004718024,0.018780987043438443,2.1246330738067627
75,0.34148430714913836,0.021885299213026316,3.1698989868164062
100,0.33876710126241705,0.020916581141288044,4.886223316192627
150,0.34263641676207984,0.018223281398525058,6.961029291152954
200,0.34465716953902903,0.018651388089716267,10.077660083770752
250,0.34890873772711184,0.016629749288960077,11.412744522094727
300,0.34933844479456266,0.022578331060987666,14.156857252120972
