n_estimators,Mean F1,Std F1,Time
25,0.34472376816284056,0.016410248967958802,4.880862474441528
50,0.35007692165140186,0.019269454660843316,8.11072826385498
75,0.3569495236255407,0.020158516435712377,8.683905839920044
100,0.366286444511637,0.015757406709570983,10.700859308242798
150,0.3648123100629148,0.016713755598045766,17.195136785507202
200,0.36527245812445075,0.019594200529264926,21.613900661468506
300,0.3709642604256866,0.019878894748152676,37.21825885772705
